"EST_ID","EST_WB","EST_WBT","EST_OWNR","EST_NAME","EST_TYPE","EST_STATUS","EST_BT","EST_BP","EST_EN","EST_BOD","EST_ST","EST_BRGY","EST_MUNCITY","EST_PROVINCE","EST_REGION","EST_LAT","EST_LONG","EST_E","EST_SPTK","EST_SPTK_TYPE","EST_WWTF","EST_SC","EST_R","DATE_ENCODED","ENCODER"
"226749","BARITAN CREEK","CREEK","","ARJOHN GEN. MERCHANDISE","COMMERCIAL","OPERATIONAL","GEN. MDSE.","","","","","STO. ROSARIO","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226750","STO. ROSARIO CREEK","CREEK","CORPORATION","MEGA SAVERS DEPT. STORE","COMMERCIAL","OPERATIONAL","DEPT. STORE","","","","","STO. ROSARIO","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226751","BARITAN CREEK","CREEK","EDUARDO CO","USE TIFUL VARIETY STORE","COMMERCIAL","OPERATIONAL","GEN. MDSE.","","","","V. TIOMICO ST.","STO. ROSARIO","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","NO","","","","","2016-01-03","LGU.CSFP.R3"
"226752","BARITAN CREEK","CREEK","JOSEFINA SY","A.A STORE","COMMERCIAL","OPERATIONAL","GEN. MDSE.","","","","V. TIOMICO ST.","STO. ROSARIO","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226753","BARITAN CREEK","CREEK","AA","A.A POULTRY","COMMERCIAL","OPERATIONAL","POULTRY SUPPLY","","","","V. TIOMICO ST.","STO. ROSARIO","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226754","BARITAN CREEK","CREEK","ZONA SAMSON","A.A GROCERY","COMMERCIAL","OPERATIONAL","GEN. MDSE.","","","","V. TIOMICO ST.","STO. ROSARIO","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226755","BARITAN CREEK","CREEK","","DELUXE BAKERY","COMMERCIAL","OPERATIONAL","BAKERY","","","","V. TIOMICO ST.","STO. ROSARIO","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226756","BARITAN CREEK","CREEK","ARLYN  RODRIGUEZ","F SALON","COMMERCIAL","OPERATIONAL","BEAUTY SALON","","","","B. MENDOZA ST.","STO. ROSARIO","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","NO","","","","","2016-01-03","LGU.CSFP.R3"
"226757","BARITAN CREEK","CREEK","","VILLARICA PAWNSHOP","COMMERCIAL","OPERATIONAL","PAWNSHOP","","","","B. MENDOZA ST.","STO. ROSARIO","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226758","BARITAN CREEK","CREEK","CATHERINE REYES","C & C BLUE GEMS PAWNSHOP","COMMERCIAL","OPERATIONAL","PAWNSHOP","","","","B. MENDOZA ST.","STO. ROSARIO","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226759","BARITAN CREEK","CREEK","DRA. HORTALEZA","HBC","COMMERCIAL","OPERATIONAL","GEN. MDSE.","","","","B. MENDOZA ST.","STO. ROSARIO","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226760","BARITAN CREEK","CREEK","TAE IL CHUN","MORIN MARKETING","COMMERCIAL","OPERATIONAL","GEN. MDSE.","","","","B. MENDOZA ST.","STO. ROSARIO","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226761","BARITAN CREEK","CREEK","CATHERINE IFURUNG","JENG'S PAWNSHOP","COMMERCIAL","OPERATIONAL","PAWNSHOP","","","","B. MENDOZA ST.","STO. ROSARIO","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","NO","","","","","2016-01-03","LGU.CSFP.R3"
"226762","BARITAN CREEK","CREEK","DAVSAN COMMERCIALS","ST. ANTHONY DRUG STORE","COMMERCIAL","OPERATIONAL","DRUG STORE","","","","B. MENDOZA ST.","STO. ROSARIO","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226763","BARITAN CREEK","CREEK","ORLINDA QUINTOS","QUINTO'S HOME FURNISHINGS","COMMERCIAL","OPERATIONAL","STORE","","","","B. MENDOZA ST.","STO. ROSARIO","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226764","BARITAN CREEK","CREEK","BAUTISTA","SYSTEMS PLUS COMPUTER COLLEGE","COMMERCIAL","OPERATIONAL","SCHOOL","","","","B. MENDOZA ST.","STO. ROSARIO","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226765","BARITAN CREEK","CREEK","","RURAL BANK OF STA RITA","COMMERCIAL","OPERATIONAL","BANK","","","","B. MENDOZA ST.","STO. ROSARIO","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226766","BARITAN CREEK","CREEK","IRENE ALAGAR","CARISON GEN. MDSE","COMMERCIAL","OPERATIONAL","GEN. MDSE.","","","","B. MENDOZA ST.","STO. ROSARIO","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","NO","","","","","2016-01-03","LGU.CSFP.R3"
"226767","BARITAN CREEK","CREEK","LEGAZPI","CELTECH","COMMERCIAL","OPERATIONAL","SCHOOL","","","","B. MENDOZA ST.","STO. ROSARIO","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226768","BARITAN CREEK","CREEK","RICAN MANTRADE CORPORATION","SAFER RICAN BUILDING","COMMERCIAL","OPERATIONAL","BUSINESS CENTRE","","","","B. MENDOZA ST.","STO. ROSARIO","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226769","BARITAN CREEK","CREEK","DARWIN NABUNG","PUREGOLD FURNITURE","COMMERCIAL","OPERATIONAL","BUSINESS CENTRE","","","","B. MENDOZA ST.","STO. ROSARIO","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226770","BARITAN CREEK","CREEK","CARMENCITA SANTOS","ERCA'S FURNITURE","COMMERCIAL","OPERATIONAL","STORE","","","","B. MENDOZA ST.","STO. ROSARIO","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226771","BARITAN CREEK","CREEK","ANGELITO GOPEZ","JOMARK","COMMERCIAL","OPERATIONAL","STORE","","","","B. MENDOZA ST.","STO. ROSARIO","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226772","BARITAN CREEK","CREEK","ARNULFO CORPUS","GOLD GATES ACADEMY","COMMERCIAL","OPERATIONAL","SCHOOL","","","","B. MENDOZA ST.","STO. ROSARIO","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","NO","","","","","2016-01-03","LGU.CSFP.R3"
"226773","BARITAN CREEK","CREEK","EAST CENTRAL COLLEGES","EAST CENTRAL COLLEGES","COMMERCIAL","OPERATIONAL","SCHOOL","","","","B. MENDOZA ST.","STO. ROSARIO","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226774","BARITAN CREEK","CREEK","","SAN FERNANDO WATER DISTRICT","COMMERCIAL","OPERATIONAL","WATER DISTRICT","","","","B. MENDOZA ST.","STO. ROSARIO","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226775","BARITAN CREEK","CREEK","ROSARIO ELIPANE","4+5=9","COMMERCIAL","OPERATIONAL","GEN. MDSE.","","","","B. MENDOZA ST.","STO. ROSARIO","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226776","BARITAN CREEK","CREEK","BERNADETTE CRISOSTOMO","NET QUARTERS COMPUTER CENTER","COMMERCIAL","OPERATIONAL","SERVICES","","","","B. MENDOZA ST.","STO. ROSARIO","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226777","BARITAN CREEK","CREEK","DRA. VELASQUEZ","LAUNDRY SHOP","COMMERCIAL","OPERATIONAL","SERVICES","","","","B. MENDOZA ST.","STO. ROSARIO","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226778","BARITAN CREEK","CREEK","AURORA MERCADO MANIPON","AURELY'S BAKESHOP","COMMERCIAL","OPERATIONAL","BAKERY","","","","B. MENDOZA ST.","STO. ROSARIO","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226779","BARITAN CREEK","CREEK","JUDITH MICLAT","LA FATTORIA PASTA HOUSE & RESTAURANT","COMMERCIAL","OPERATIONAL","RESTAURANT","","","","B. MENDOZA ST.","STO. ROSARIO","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226780","BARITAN CREEK","CREEK","SFUC HOLDINGS INC","CITY MEDICAL PLAZA","COMMERCIAL","OPERATIONAL","BUSINESS CENTRE","","","","B. MENDOZA ST.","STO. ROSARIO","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226781","BARITAN CREEK","CREEK","JESUS  GUIAO","GUIAO'S HOME FURNISHINGS","COMMERCIAL","OPERATIONAL","STORE","","","","B. MENDOZA ST.","STO. ROSARIO","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226782","BARITAN CREEK","CREEK","","EASY CASH LOAN","COMMERCIAL","OPERATIONAL","SERVICES","","","","B. MENDOZA ST.","STO. ROSARIO","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226783","BARITAN CREEK","CREEK","LIFELINE YOUTH CENTER","LIFELINE YOUTH CENTER","COMMERCIAL","OPERATIONAL","SERVICES","","","","B. MENDOZA ST.","STO. ROSARIO","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226784","STA. TERESITA CREEK","CREEK","","3K'S CRISPY PATA","COMMERCIAL","OPERATIONAL","STORE","","","","ZONE 1","STA. TERESITA","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","NO","","","","","2016-01-03","LGU.CSFP.R3"
"226785","STA. TERESITA CREEK","CREEK","JERRY B. COLOMA","ZAMBANK","COMMERCIAL","OPERATIONAL","BANK","","","","BARITAN","STA. TERESITA","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226786","STA. TERESITA CREEK","CREEK","CONCEPTION BAUTISTA","4 MARIE CANTEEN","COMMERCIAL","OPERATIONAL","STORE","","","","BARITAN","STA. TERESITA","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226787","SAN JOSE CREEK","CREEK","CATALINA SANTOS","EMPONG'S GRILL HOUSE","COMMERCIAL","OPERATIONAL","RESTAURANT","","","","A. CONSUNJI ST.","SAN JOSE","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","NO","","","","","2016-01-03","LGU.CSFP.R3"
"226788","SAN JOSE CREEK","CREEK","FELIPE VALERIO","VALERIO STORE","COMMERCIAL","OPERATIONAL","STORE","","","","DON HILARIO ST.","SAN JOSE","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226789","SAN JOSE CREEK","CREEK","MICHAEL CANLAS","BAGUIOS FRESH","COMMERCIAL","OPERATIONAL","STORE","","","","DON HILARIO ST.","SAN JOSE","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226790","SAN JOSE CREEK","CREEK","PERLA MANINDING","LIYALI BEAUTY SALON","COMMERCIAL","OPERATIONAL","BEAUTY SALON","","","","DON HILARIO ST.","SAN JOSE","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226791","SAN JOSE CREEK","CREEK","IVAN ORTERZ","BA ORTEZ","COMMERCIAL","OPERATIONAL","BEAUTY SALON","","","","PONDUAN","SAN JOSE","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226792","SAN JOSE CREEK","CREEK","ARCHIE LEGASPI","CELLCOM","COMMERCIAL","OPERATIONAL","STORE","","","","PONDUAN","SAN JOSE","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226793","SAN JOSE CREEK","CREEK","OWEL SIMBULAN","OWELFLOR BARBER SHOP","COMMERCIAL","OPERATIONAL","BARBER SHOP","","","","PONDUAN","SAN JOSE","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226794","SAN JOSE CREEK","CREEK","ERNESTO FELICIANO","CYBERWAYZ COZZY","COMMERCIAL","OPERATIONAL","SERVICES","","","","PONDUAN","SAN JOSE","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","NO","","","","","2016-01-03","LGU.CSFP.R3"
"226795","SAN JOSE CREEK","CREEK","","SAN JOSE HEALTH CENTER","COMMERCIAL","OPERATIONAL","SERVICES","","","","PONDUAN","SAN JOSE","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226796","SAN JOSE CREEK","CREEK","CARLITO FAJARDO","YSA IS CLEAN AND CLEAR","COMMERCIAL","OPERATIONAL","SERVICES","","","","PONDUAN","SAN JOSE","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226797","SAN FERNANDO RIVER","RIVER","ROY PADILLA","YUR AUTO SUPPLY","COMMERCIAL","OPERATIONAL","STORE","","","","VIEJO","STO. NINO","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","NO","","","","","2016-01-03","LGU.CSFP.R3"
"226798","SAN FERNANDO RIVER","RIVER","","RMV APPLIANCE REPAIR SHOP","COMMERCIAL","OPERATIONAL","SERVICES","","","","VIEJO","STO. NINO","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","NO","","","","","2016-01-03","LGU.CSFP.R3"
"226799","SAN FERNANDO RIVER","RIVER","","ALKALINE WATER","COMMERCIAL","OPERATIONAL","STORE","","","","VIEJO","STO. NINO","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226800","SAN JUAN CREEK","CREEK","NOT APPLICABLE","SAN JUAN HALL","COMMERCIAL","OPERATIONAL","SERVICES","","","","","SAN JUAN","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226801","SAN JUAN CREEK","CREEK","ROLAN SANTOS","AUTO LINE CAR SERVICES","COMMERCIAL","OPERATIONAL","SERVICES","","","","PUROK 1","SAN JUAN","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","NO","","","","","2016-01-03","LGU.CSFP.R3"
"226802","BULAON CREEK","CREEK","ROLANDO TAYAO","TAYAO ART AND SIGN","COMMERCIAL","OPERATIONAL","SERVICES","","","","","BULAON","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","NO","","","","","2016-01-03","LGU.CSFP.R3"
"226803","DOLORES CREEK","CREEK","SAVER'S BUILDING","SAVER'S APPLIANCE","COMMERCIAL","OPERATIONAL","STORE","","","","MC ARTHUR HIGHWAY","DOLORES","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226804","DOLORES CREEK","CREEK","HILARES BUILDERS","BENDIX","COMMERCIAL","OPERATIONAL","BUSINESS CENTRE","","","","MC ARTHUR HIGHWAY","DOLORES","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226805","DOLORES CREEK","CREEK","PUREGOLD JR.","PUREGOLD JR.","COMMERCIAL","OPERATIONAL","BUSINESS CENTRE","","","","MC ARTHUR HIGHWAY","DOLORES","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226806","DOLORES CREEK","CREEK","GOLDEN ARCHES DEVELOPMENT CORPORATION ","MC DONALD'S ","COMMERCIAL","OPERATIONAL","RESTAURANT","","","","MC ARTHUR HIGHWAY","DOLORES","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226807","DOLORES CREEK","CREEK","","IMPERIAL BUILDING","COMMERCIAL","OPERATIONAL","BUSINESS CENTRE","","","","MC ARTHUR HIGHWAY","DOLORES","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226808","DOLORES CREEK","CREEK","RAMON R. RODRIGUEZ","RAMON R. RODRIGUEZ REAL ESTATE","COMMERCIAL","OPERATIONAL","SERVICES","","","","MC ARTHUR HIGHWAY","DOLORES","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226809","DOLORES CREEK","CREEK","ERNESTO CUNANAN","PEDMAR BUILDING","COMMERCIAL","OPERATIONAL","BUSINESS CENTRE","","","","MC ARTHUR HIGHWAY","DOLORES","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226810","DOLORES CREEK","CREEK","MYRA MANABAT","EMC TIRE CENTER","COMMERCIAL","OPERATIONAL","STORE","","","","MC ARTHUR HIGHWAY","DOLORES","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226811","DOLORES CREEK","CREEK","LUZON RAM CYCLE INC.","LUZON RAM CYCLE","COMMERCIAL","OPERATIONAL","STORE","","","","MC ARTHUR HIGHWAY","DOLORES","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226812","DOLORES CREEK","CREEK","ESTING GARCIA","SESTING'S PLAZA GARCIA","COMMERCIAL","OPERATIONAL","BUSINESS CENTRE","","","","MC ARTHUR HIGHWAY","DOLORES","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226813","DOLORES CREEK","CREEK","OLALIA DUNGAO & SONS INC.","SEVILLA BUILDING","COMMERCIAL","OPERATIONAL","BUSINESS CENTRE","","","","MC ARTHUR HIGHWAY","DOLORES","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226814","DOLORES CREEK","CREEK","","DOLORES ELEM. SCHOOL","COMMERCIAL","OPERATIONAL","SCHOOL","","","","MC ARTHUR HIGHWAY","DOLORES","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226815","DOLORES CREEK","CREEK","TONY COH","LK BUILDING","COMMERCIAL","OPERATIONAL","BUSINESS CENTRE","","","","MC ARTHUR HIGHWAY","DOLORES","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226816","DOLORES CREEK","CREEK","ACE & VERGARA","SAVERS BANK","COMMERCIAL","OPERATIONAL","BANK","","","","MC ARTHUR HIGHWAY","DOLORES","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226817","DOLORES CREEK","CREEK","ADD MEMBERS","ADD COOR CENTER","COMMERCIAL","OPERATIONAL","BUSINESS CENTRE","","","","MC ARTHUR HIGHWAY","DOLORES","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226818","DOLORES CREEK","CREEK","FRANCIS BUSTAMANTE","PAMP. DEVT BANK","COMMERCIAL","OPERATIONAL","BANK","","","","MC ARTHUR HIGHWAY","DOLORES","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226819","DOLORES CREEK","CREEK","","BDO BANK","COMMERCIAL","OPERATIONAL","BANK","","","","MC ARTHUR HIGHWAY","DOLORES","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226820","DOLORES CREEK","CREEK","JOCELYYN MANESES","FOOD AFFORD","COMMERCIAL","OPERATIONAL","SERVICES","","","","MC ARTHUR HIGHWAY","DOLORES","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226821","DOLORES CREEK","CREEK","MERLY UY LENGCO","MERLY UY ","COMMERCIAL","OPERATIONAL","SERVICES","","","","MC ARTHUR HIGHWAY","DOLORES","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226822","DOLORES CREEK","CREEK","","MRF TYRES/LNG AUTO SUPPLY","COMMERCIAL","OPERATIONAL","STORE","","","","MC ARTHUR HIGHWAY","DOLORES","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226823","DOLORES CREEK","CREEK","EDNA G. GARCIA","EGGS GAS STATION","COMMERCIAL","OPERATIONAL","SERVICES","","","","MC ARTHUR HIGHWAY","DOLORES","CITY OF SAN FERNANDO","PAMPANGA","REGION III","","","","YES","","","","","2016-01-03","LGU.CSFP.R3"
"226824","GUAGUA RIVER","RIVER","GARCIA, PACITA","","COMMERCIAL","OPERATIONAL","FASTFOOD","","","","CARDINAL SANTOS","STO. NINO","GUAGUA","PAMPANGA","REGION III","","","","YES","","","","","2014-11-15","LGU.GUAGUA.R3"
"226825","GUAGUA RIVER","RIVER","DICHITAN, GREGORIA","","COMMERCIAL","OPERATIONAL","REFRESHMENT","","","","CARDINAL SANTOS","STO. NINO","GUAGUA","PAMPANGA","REGION III","","","","YES","","","","","2014-11-15","LGU.GUAGUA.R3"
"226826","GUAGUA RIVER","RIVER","BATAC, CONSOLACION","","COMMERCIAL","OPERATIONAL","TARPAULIN","","","","CARDINAL SANTOS","STO. NINO","GUAGUA","PAMPANGA","REGION III","","","","YES","","","","","2014-11-15","LGU.GUAGUA.R3"
"226827","GUAGUA RIVER","RIVER","NANG, ALLAN MAGNO","","COMMERCIAL","OPERATIONAL","TOY STORE","","","","CARDINAL SANTOS","STO. NINO","GUAGUA","PAMPANGA","REGION III","","","","YES","","","","","2014-11-15","LGU.GUAGUA.R3"
"226828","GUAGUA RIVER","RIVER","CAPATI, MAMERTA","","COMMERCIAL","OPERATIONAL","CLINIC","","","","CARDINAL SANTOS","STO. NINO","GUAGUA","PAMPANGA","REGION III","","","","YES","","","","","2014-11-15","LGU.GUAGUA.R3"
"226829","GUAGUA RIVER","RIVER","ARAULLO, CHITO","","COMMERCIAL","OPERATIONAL","REFRESHMENT","","","","CARDINAL SANTOS","STO. NINO","GUAGUA","PAMPANGA","REGION III","","","","YES","","","","","2014-11-15","LGU.GUAGUA.R3"
"226830","GUAGUA RIVER","RIVER","LAXA, RENATO JR.","","COMMERCIAL","OPERATIONAL","BEAUTY PARLOR","","","","CARDINAL SANTOS","STO. NINO","GUAGUA","PAMPANGA","REGION III","","","","YES","","","","","2014-11-15","LGU.GUAGUA.R3"
"226831","GUAGUA RIVER","RIVER","SIMON, FELICISIMA","","COMMERCIAL","OPERATIONAL","DRUG STORE","","","","CARDINAL SANTOS","STO. NINO","GUAGUA","PAMPANGA","REGION III","","","","YES","","","","","2014-11-15","LGU.GUAGUA.R3"
"226832","GUAGUA RIVER","RIVER","STO. NINO BARANGAY HALL","STO. NINO BARANGAY HALL","COMMERCIAL","OPERATIONAL","BARANGAY HALL","","","","CARDINAL SANTOS","STO. NINO","GUAGUA","PAMPANGA","REGION III","","","","YES","","","","","2014-11-15","LGU.GUAGUA.R3"
"226833","GUAGUA RIVER","RIVER","OCMAPO, LUZ","","COMMERCIAL","OPERATIONAL","SARI-SARI SOTRE","","","","CARDINAL SANTOS","STO. NINO","GUAGUA","PAMPANGA","REGION III","","","","YES","","","","","2014-11-15","LGU.GUAGUA.R3"
"226834","GUAGUA RIVER","RIVER","GLENN FLOWER SHOP","","COMMERCIAL","OPERATIONAL","FLOWER SHOP","","","","CARDINAL SANTOS","STO. NINO","GUAGUA","PAMPANGA","REGION III","","","","YES","","","","","2014-11-15","LGU.GUAGUA.R3"
"226835","GUAGUA RIVER","RIVER","MONICA BEAUTY PARLOR","MONICA BEAUTY PARLOR","COMMERCIAL","OPERATIONAL","GIFTSHOP","","","","CARDINAL SANTOS","STO. NINO","GUAGUA","PAMPANGA","REGION III","","","","YES","","","","","2014-11-15","LGU.GUAGUA.R3"
"226836","GUAGUA RIVER","RIVER","TOLENTINO, BONG","","COMMERCIAL","OPERATIONAL","PARLOR","","","","CARDINAL SANTOS","STO. NINO","GUAGUA","PAMPANGA","REGION III","","","","YES","","","","","2014-11-15","LGU.GUAGUA.R3"
"226837","GUAGUA RIVER","RIVER","GARCIA, FE","","COMMERCIAL","OPERATIONAL","TAILORING","","","","CARDINAL SANTOS","STO. NINO","GUAGUA","PAMPANGA","REGION III","","","","YES","","","","","2014-11-15","LGU.GUAGUA.R3"
"226838","GUAGUA RIVER","RIVER","STO. NINO CHAPEL","STO. NINO CHAPEL","COMMERCIAL","OPERATIONAL","CATHOLIC CHAPEL","","","","CARDINAL SANTOS","STO. NINO","GUAGUA","PAMPANGA","REGION III","","","","YES","","","","","2014-11-15","LGU.GUAGUA.R3"
"226839","GUAGUA RIVER","RIVER","GUINTO, MARIA","","COMMERCIAL","OPERATIONAL","FEEDS FARM LINE","","","","CARDINAL SANTOS","STO. NINO","GUAGUA","PAMPANGA","REGION III","","","","YES","","","","","2014-11-15","LGU.GUAGUA.R3"
"226840","GUAGUA RIVER","RIVER","PAMINTUAN, RITCHELLE","","COMMERCIAL","OPERATIONAL","BAKERY","","","","CARDINAL SANTOS","STO. NINO","GUAGUA","PAMPANGA","REGION III","","","","YES","","","","","2014-11-15","LGU.GUAGUA.R3"
"226841","GUAGUA RIVER","RIVER","FERNANDO, GOEVAL","","COMMERCIAL","OPERATIONAL","DRUG STORE","","","","CARDINAL SANTOS","STO. NINO","GUAGUA","PAMPANGA","REGION III","","","","YES","","","","","2014-11-15","LGU.GUAGUA.R3"
